uniprot_acc	inferred_tier_a	inferred_tier_b	confidence_score	contradiction_flag	composite_architecture	n_sources	conflict_notes	curator_decision	curator_notes
A0A8S4FLC9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8P4GJA5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NTS8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NS66	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NRZ1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NRB8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NR16	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NPU7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NNR4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NN70	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NLW1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7LV90	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7KM17	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7KM12	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7KM11	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7IGM1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NXY5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7HQE2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7FDA1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7F5K9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7F2C4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7F0N0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7F0K8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7EXZ1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7EXB9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7EVW5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7C833	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7C738	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7C5S6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7C4R0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7C4M6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7C496	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H7HA52	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NYH5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8NZK9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8P179	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8P4G277	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8K1LS63	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8K1LEI7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8K1GV09	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8K1G567	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J6HWA5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J6HVS3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J6HKX6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J6HHI5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J6HG13	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J4LT64	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J4FJX1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J4EY78	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J4ESG3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J4D3U6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8J4CRU7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8I5NMP4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8P396	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8P3K4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8P403	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8P4P8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8P712	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8P7C2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8S1AGM4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8PA04	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8SW18	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8SXX0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8SYD6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8SZ01	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8T026	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8T1U7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8H8SW07	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A9W2W4U9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FT05	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FQ41	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9I6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9G3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9E8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9D5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9D0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9B8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9B5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9A9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9A6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z994	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z966	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z8A6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z8A0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z894	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9J0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z879	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z864	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z837	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z7X4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z7W1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891IVJ2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891ITV9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891IRD4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891IRC4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891IR96	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891IR06	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F641	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F5V6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F5N0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F5F5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z869	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F568	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9J4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9K3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891ZA11	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891ZA07	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891ZA06	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891ZA01	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9Z5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9Z0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9Y6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9Y3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9X6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9X2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9V4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9V3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9V2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9U7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9J9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9U5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9T7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9T1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9R8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9R1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9Q1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9P9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9P0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9N2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9N0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9L9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9L4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9K9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9K8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9K7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891Z9T8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F4J6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F4A1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F439	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EY37	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EY30	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EY24	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EXW8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EXT9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EXT2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EXS9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EXM4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EXJ3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EXC9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EX98	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EWX0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EWW5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EVZ8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EY46	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EVI7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EUG4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A4Y5TT01	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887ESR8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887ESA2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887ERY4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A884S1F8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A860YMG7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A860Y6M8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A860N7R5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A860N7J4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A860N7I5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A860N7G8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A860N7F2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A860N7F0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EUJ3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EY99	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EYB9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EYC0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F3X6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F3W4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F3N6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F3M9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F3F2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F2X6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F2U0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F2J0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F2B1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F212	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F1S5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F1G1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F1B1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F180	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F113	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F0T7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F0T3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EYF7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EYG8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EYL3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EYP7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EYR1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EYV4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891ZA14	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EYX9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F004	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F081	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F097	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F0E1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F0I6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887F0L5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887EZ43	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891ZA16	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891ZA19	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A891ZA22	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A896IKX0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HTL8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HT84	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HS21	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HRD3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HR84	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HQY4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HQX1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HQC5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HPM4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HPJ6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HPI9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HP41	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HP09	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FKD8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HN83	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HN18	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HMX5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HMT1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HMR0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A894WNR2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A894WNH6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A894WN82	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A894WMZ7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A894WMI9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A894WMB2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A894WLJ3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A894WHV9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A894WH92	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A894WH79	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A895HN54	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FKH5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FKI2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FKJ2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FQ28	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FQ18	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FQ05	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FPZ4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FPY7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FPQ7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FPM1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FPL1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FPB8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FPA7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FP99	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FP90	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FP81	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FP74	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FP73	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FP48	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FP46	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FKK1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FKL0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FLA5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FLB3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A8A2FLD0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
